price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue
1823,1077,13,746,7,35,Bed,Wood,Blue,Rural,Summer,Retail,23699
1743,1077,2,666,3,40,Bed,Wood,White,Rural,Winter,Online,3486
1558,901,11,657,5,25,Bed,Wood,Blue,Suburban,Summer,Retail,17138
2069,1230,3,839,1,33,Bed,Leather,Red,Rural,Winter,Retail,6207
1958,1165,11,793,5,36,Bed,Leather,Brown,Suburban,Fall,Retail,21538
1566,912,1,654,1,29,Bed,Wood,Blue,Rural,Fall,Online,1566
1089,517,1,572,1,27,Bed,Fabric,Red,Rural,Winter,Online,1089
1469,842,8,627,5,29,Bed,Wood,Green,Rural,Fall,Online,11752
1117,559,8,558,1,14,Bed,Fabric,Brown,Urban,Winter,Online,8936
1410,863,10,547,4,35,Bed,Wood,Red,Suburban,Fall,Online,14100
1978,1116,12,862,7,29,Bed,Wood,Green,Suburban,Summer,Online,23736
1507,853,7,654,1,33,Bed,Wood,Green,Suburban,Fall,Online,10549
1677,992,11,685,12,20,Bed,Wood,Black,Rural,Summer,Online,18447
1593,952,19,641,8,41,Bed,Wood,Black,Suburban,Summer,Online,30267
1063,566,12,497,11,29,Bed,Fabric,White,Rural,Fall,Online,12756
1066,611,7,455,3,29,Bed,Fabric,Green,Rural,Summer,Online,7462
1572,887,1,685,1,32,Bed,Wood,Red,Suburban,Winter,Online,1572
1571,919,1,652,4,32,Bed,Wood,Red,Rural,Winter,Retail,1571
1518,882,7,636,6,20,Bed,Wood,White,Suburban,Spring,Online,10626
1745,966,5,779,4,31,Bed,Wood,Red,Rural,Spring,Online,8725
1756,1004,8,752,4,34,Bed,Wood,White,Rural,Spring,Retail,14048
1695,878,8,817,7,39,Bed,Wood,White,Urban,Spring,Online,13560
1668,962,4,706,3,33,Bed,Wood,Green,Suburban,Spring,Retail,6672
1524,909,9,615,3,29,Bed,Wood,Green,Rural,Fall,Retail,13716
1928,1192,3,736,1,31,Bed,Leather,Black,Rural,Winter,Online,5784
1879,1148,4,731,1,27,Bed,Leather,White,Rural,Winter,Retail,7516
1182,555,7,627,3,14,Bed,Fabric,Green,Urban,Spring,Online,8274
1708,1062,15,646,8,21,Bed,Wood,Brown,Urban,Summer,Online,25620
1722,1048,9,674,7,33,Bed,Wood,Blue,Suburban,Fall,Online,15498
1028,513,10,515,7,15,Bed,Fabric,White,Urban,Winter,Retail,10280
1713,1009,17,704,11,34,Bed,Wood,Black,Suburban,Summer,Online,29121
1741,965,12,776,6,36,Bed,Wood,White,Urban,Summer,Online,20892
1706,1013,6,693,1,37,Bed,Wood,Green,Suburban,Summer,Online,10236
1683,921,17,762,10,48,Bed,Wood,White,Urban,Summer,Retail,28611
1893,1114,5,779,3,29,Bed,Wood,Black,Rural,Winter,Retail,9465
1463,882,9,581,1,26,Bed,Wood,Blue,Rural,Summer,Retail,13167
1544,933,9,611,8,20,Bed,Wood,Blue,Suburban,Fall,Retail,13896
1699,1065,3,634,1,31,Bed,Leather,Black,Rural,Winter,Online,5097
1553,922,10,631,2,28,Bed,Wood,Green,Suburban,Fall,Online,15530
1788,1076,11,712,6,31,Bed,Leather,Blue,Suburban,Summer,Online,19668
1035,470,4,565,2,24,Bed,Fabric,Red,Urban,Winter,Retail,4140
1803,1187,10,616,5,36,Bed,Leather,Black,Suburban,Spring,Retail,18030
1525,892,3,633,3,30,Bed,Wood,Green,Rural,Summer,Online,4575
1682,982,1,700,1,39,Bed,Wood,Blue,Rural,Spring,Retail,1682
1876,1098,6,778,4,46,Bed,Leather,Red,Urban,Spring,Online,11256
1801,1063,9,738,9,29,Bed,Wood,Blue,Suburban,Summer,Retail,16209
1089,511,15,578,8,23,Bed,Fabric,Black,Urban,Fall,Retail,16335
1775,1081,6,694,5,44,Bed,Wood,Green,Rural,Fall,Online,10650
1774,1100,3,674,1,25,Bed,Wood,Blue,Rural,Fall,Online,5322
1300,756,6,544,2,31,Bed,Wood,Blue,Rural,Spring,Retail,7800
1604,911,9,693,3,37,Bed,Wood,Black,Urban,Winter,Retail,14436
1543,938,2,605,4,39,Bed,Leather,White,Rural,Winter,Online,3086
1378,716,5,662,2,29,Bed,Wood,Blue,Rural,Summer,Online,6890
1173,606,14,567,4,20,Bed,Fabric,Black,Suburban,Summer,Retail,16422
1639,946,12,693,6,39,Bed,Wood,White,Urban,Fall,Online,19668
1018,478,15,540,11,17,Bed,Fabric,Black,Rural,Fall,Retail,15270
1487,788,7,699,1,43,Bed,Wood,Green,Urban,Spring,Retail,10409
2121,1285,11,836,6,41,Bed,Leather,Green,Urban,Fall,Retail,23331
1786,1074,6,712,5,47,Bed,Leather,Green,Rural,Spring,Retail,10716
1437,814,9,623,7,27,Bed,Wood,Blue,Urban,Summer,Retail,12933
1203,566,6,637,8,28,Bed,Fabric,White,Rural,Winter,Retail,7218
1549,944,13,605,6,27,Bed,Leather,White,Rural,Summer,Online,20137
1741,1014,9,727,5,44,Bed,Wood,Green,Suburban,Fall,Online,15669
1053,513,11,540,8,10,Bed,Fabric,Red,Suburban,Fall,Online,11583
1863,1013,3,850,1,26,Bed,Wood,White,Rural,Winter,Online,5589
1988,1076,6,912,1,39,Bed,Leather,White,Rural,Spring,Retail,11928
1897,1137,17,760,5,31,Bed,Wood,White,Urban,Fall,Retail,32249
1516,865,12,651,7,38,Bed,Wood,Brown,Rural,Summer,Retail,18192
1549,897,12,652,3,40,Bed,Leather,Brown,Urban,Summer,Retail,18588
1141,615,13,526,7,12,Bed,Fabric,Blue,Suburban,Summer,Online,14833
1928,1123,5,805,1,35,Bed,Leather,Blue,Rural,Fall,Retail,9640
1840,1070,7,770,4,27,Bed,Wood,Red,Suburban,Spring,Retail,12880
2096,1311,11,785,4,20,Bed,Wood,Black,Urban,Spring,Retail,23056
1843,1094,8,749,5,37,Bed,Leather,Green,Rural,Summer,Online,14744
1805,1061,4,744,1,33,Bed,Wood,Blue,Suburban,Spring,Retail,7220
1512,904,10,608,5,25,Bed,Wood,Green,Suburban,Fall,Retail,15120
984,464,6,520,3,15,Bed,Fabric,White,Rural,Spring,Retail,5904
1563,941,14,622,8,33,Bed,Wood,White,Suburban,Summer,Retail,21882
1809,977,4,832,1,25,Bed,Wood,Red,Urban,Winter,Retail,7236
1240,641,13,599,8,26,Bed,Fabric,White,Urban,Spring,Retail,16120
1479,847,10,632,10,36,Bed,Wood,White,Rural,Fall,Online,14790
1864,1046,15,818,9,24,Bed,Wood,Black,Rural,Fall,Online,27960
2024,1102,1,922,1,24,Bed,Wood,Brown,Rural,Winter,Online,2024
1724,1012,10,712,9,20,Bed,Wood,Green,Urban,Fall,Retail,17240
1247,598,11,649,10,32,Bed,Fabric,Blue,Rural,Fall,Online,13717
1662,916,13,746,7,19,Bed,Wood,White,Suburban,Fall,Online,21606
1191,568,8,623,6,16,Bed,Fabric,Green,Rural,Spring,Retail,9528
1128,557,11,571,12,12,Bed,Fabric,Blue,Urban,Fall,Retail,12408
1831,1144,12,687,5,26,Bed,Leather,White,Suburban,Fall,Retail,21972
1956,1208,10,748,2,37,Bed,Leather,Green,Urban,Fall,Online,19560
1743,996,6,747,3,25,Bed,Wood,Brown,Urban,Spring,Online,10458
1132,568,2,564,3,18,Bed,Fabric,Blue,Suburban,Winter,Online,2264
1724,1018,1,706,1,28,Bed,Wood,Green,Rural,Winter,Online,1724
1848,1079,17,769,11,27,Bed,Wood,Black,Suburban,Summer,Retail,31416
1770,1015,9,755,9,37,Bed,Wood,Blue,Rural,Fall,Retail,15930
1358,626,14,732,7,16,Bed,Fabric,White,Suburban,Fall,Retail,19012
1773,1012,6,761,5,32,Bed,Wood,Black,Rural,Winter,Online,10638
1675,1028,15,647,9,34,Bed,Leather,White,Suburban,Summer,Retail,25125
2027,1188,8,839,6,37,Bed,Leather,White,Urban,Spring,Online,16216
1767,1012,2,755,1,27,Bed,Wood,Green,Urban,Spring,Online,3534
1919,1189,6,730,4,33,Bed,Leather,Red,Urban,Fall,Retail,11514
1531,972,5,559,4,45,Bed,Wood,Red,Suburban,Spring,Online,7655
1072,525,14,547,5,18,Bed,Fabric,Green,Suburban,Summer,Online,15008
1711,1034,12,677,5,36,Bed,Wood,Brown,Rural,Fall,Retail,20532
1766,978,10,788,4,23,Bed,Wood,Green,Urban,Summer,Retail,17660
2017,1194,6,823,1,32,Bed,Leather,Black,Urban,Winter,Online,12102
1907,1142,8,765,2,34,Bed,Wood,Brown,Rural,Summer,Online,15256
1715,1005,6,710,1,35,Bed,Leather,Green,Suburban,Fall,Online,10290
1732,1089,9,643,3,38,Bed,Leather,Green,Urban,Fall,Online,15588
2019,1174,3,845,1,26,Bed,Leather,White,Urban,Winter,Online,6057
1311,610,14,701,11,23,Bed,Fabric,Brown,Suburban,Summer,Online,18354
1618,907,12,711,6,39,Bed,Wood,White,Suburban,Fall,Online,19416
1650,901,8,749,6,29,Bed,Wood,Red,Urban,Spring,Retail,13200
1828,1063,13,765,7,23,Bed,Wood,Black,Suburban,Summer,Retail,23764
1695,977,7,718,4,26,Bed,Leather,Green,Rural,Fall,Online,11865
1063,531,6,532,3,5,Bed,Fabric,White,Rural,Winter,Online,6378
1824,1139,12,685,8,34,Bed,Wood,Blue,Urban,Fall,Online,21888
1599,935,6,664,4,21,Bed,Wood,White,Suburban,Spring,Online,9594
1889,1117,12,772,7,31,Bed,Leather,Red,Urban,Fall,Retail,22668
1225,577,8,648,3,22,Bed,Fabric,White,Urban,Winter,Retail,9800
1141,578,18,563,5,12,Bed,Fabric,White,Urban,Summer,Retail,20538
1669,1010,1,659,3,29,Bed,Wood,Blue,Rural,Winter,Online,1669
1667,946,1,721,1,27,Bed,Wood,Blue,Suburban,Winter,Retail,1667
1777,1037,10,740,2,37,Bed,Leather,Red,Urban,Fall,Retail,17770
1694,1001,2,693,1,36,Bed,Wood,Red,Rural,Spring,Retail,3388
1683,1060,4,623,2,23,Bed,Wood,Brown,Urban,Winter,Retail,6732
1691,981,1,710,2,27,Bed,Leather,Red,Rural,Spring,Online,1691
1734,943,8,791,7,33,Bed,Wood,Blue,Suburban,Summer,Online,13872
343,194,22,149,13,30,Chair,Metal,Brown,Rural,Spring,Online,7546
278,139,32,139,19,21,Chair,Fabric,Black,Urban,Summer,Online,8896
493,280,17,213,12,30,Chair,Wood,Black,Suburban,Winter,Online,8381
312,172,17,140,11,27,Chair,Metal,Blue,Rural,Spring,Retail,5304
479,294,17,185,11,20,Chair,Leather,Red,Rural,Spring,Retail,8143
393,228,22,165,10,34,Chair,Wood,Red,Suburban,Fall,Retail,8646
427,259,16,168,9,29,Chair,Leather,Blue,Rural,Spring,Online,6832
321,186,27,135,17,22,Chair,Metal,Green,Urban,Summer,Retail,8667
281,151,17,130,12,29,Chair,Metal,Blue,Urban,Winter,Online,4777
308,147,24,161,13,17,Chair,Fabric,White,Suburban,Spring,Online,7392
402,238,21,164,13,21,Chair,Wood,Black,Rural,Spring,Online,8442
273,161,20,112,12,21,Chair,Fabric,Brown,Urban,Winter,Online,5460
444,286,28,158,16,45,Chair,Leather,Black,Urban,Fall,Online,12432
315,169,18,146,7,24,Chair,Metal,Brown,Rural,Winter,Retail,5670
445,260,25,185,15,32,Chair,Wood,Blue,Urban,Fall,Retail,11125
320,186,25,134,17,21,Chair,Metal,Green,Urban,Summer,Retail,8000
319,174,21,145,11,16,Chair,Fabric,Brown,Urban,Spring,Retail,6699
497,283,32,214,15,32,Chair,Wood,White,Suburban,Fall,Retail,15904
415,246,22,169,11,19,Chair,Wood,Green,Suburban,Fall,Retail,9130
332,170,17,162,10,21,Chair,Metal,Red,Urban,Spring,Online,5644
511,289,22,222,13,32,Chair,Leather,White,Rural,Spring,Retail,11242
418,242,31,176,16,35,Chair,Wood,Black,Urban,Fall,Retail,12958
436,272,29,164,16,20,Chair,Wood,Black,Urban,Summer,Online,12644
266,136,29,130,17,14,Chair,Fabric,Brown,Urban,Fall,Online,7714
332,177,28,155,15,33,Chair,Metal,Brown,Suburban,Fall,Online,9296
409,249,18,160,9,25,Chair,Wood,Red,Rural,Fall,Online,7362
491,290,23,201,13,23,Chair,Wood,Black,Suburban,Spring,Online,11293
487,299,26,188,14,34,Chair,Wood,White,Suburban,Fall,Online,12662
423,243,15,180,8,27,Chair,Wood,Green,Rural,Spring,Online,6345
312,153,24,159,12,9,Chair,Fabric,Red,Urban,Fall,Online,7488
502,298,30,204,15,39,Chair,Wood,Black,Suburban,Summer,Online,15060
434,267,15,167,8,27,Chair,Wood,Blue,Suburban,Winter,Online,6510
485,294,21,191,15,35,Chair,Leather,Black,Rural,Winter,Online,10185
562,271,15,291,9,27,Desk,Metal,Green,Rural,Fall,Online,8430
301,150,25,151,12,29,Chair,Fabric,Green,Suburban,Summer,Retail,7525
467,286,17,181,8,33,Chair,Wood,Blue,Urban,Winter,Retail,7939
297,148,23,149,11,13,Chair,Fabric,White,Rural,Spring,Retail,6831
344,153,20,191,13,7,Desk,Plastic,Blue,Rural,Summer,Retail,6880
366,216,24,150,13,22,Chair,Wood,Blue,Suburban,Summer,Retail,8784
247,134,26,113,15,18,Chair,Fabric,Green,Suburban,Summer,Retail,6422
443,243,16,200,6,23,Chair,Wood,Blue,Rural,Spring,Retail,7088
275,125,24,150,12,11,Chair,Fabric,Blue,Suburban,Fall,Retail,6600
433,251,18,182,14,34,Chair,Wood,White,Suburban,Winter,Retail,7794
472,270,26,202,16,24,Chair,Wood,Red,Urban,Fall,Retail,12272
278,159,26,119,15,17,Chair,Fabric,Red,Urban,Summer,Retail,7228
471,261,22,210,14,31,Chair,Wood,Brown,Urban,Spring,Retail,10362
358,208,19,150,12,32,Chair,Wood,Black,Rural,Winter,Retail,6802
312,157,27,155,13,13,Chair,Fabric,Black,Suburban,Spring,Retail,8424
272,127,23,145,15,22,Chair,Fabric,Blue,Suburban,Spring,Retail,6256
317,170,25,147,16,25,Chair,Metal,White,Rural,Fall,Retail,7925
493,274,14,219,5,21,Chair,Wood,Red,Rural,Winter,Retail,6902
220,104,22,116,9,13,Chair,Plastic,Blue,Rural,Summer,Online,4840
288,151,23,137,10,20,Chair,Fabric,Red,Urban,Spring,Retail,6624
445,284,19,161,9,32,Chair,Leather,Red,Suburban,Spring,Retail,8455
287,167,21,120,8,20,Chair,Metal,Blue,Suburban,Winter,Retail,6027
425,240,18,185,12,29,Chair,Wood,Green,Suburban,Winter,Retail,7650
350,175,30,175,17,14,Chair,Fabric,Brown,Urban,Fall,Retail,10500
251,124,17,127,9,7,Chair,Plastic,Red,Rural,Spring,Online,4267
447,245,19,202,9,33,Chair,Wood,White,Suburban,Winter,Online,8493
364,207,28,157,14,20,Chair,Metal,Brown,Urban,Fall,Online,10192
433,256,23,177,11,31,Chair,Wood,Red,Urban,Summer,Online,9959
475,298,25,177,12,38,Chair,Wood,Green,Urban,Fall,Online,11875
432,251,21,181,9,39,Chair,Leather,Blue,Rural,Fall,Online,9072
331,185,16,146,10,25,Chair,Metal,White,Rural,Winter,Online,5296
323,185,23,138,13,21,Chair,Metal,White,Urban,Fall,Online,7429
414,242,28,172,14,29,Chair,Wood,Brown,Suburban,Fall,Retail,11592
427,252,23,175,12,38,Chair,Wood,Blue,Rural,Fall,Retail,9821
388,228,22,160,12,34,Chair,Wood,Red,Urban,Summer,Retail,8536
518,301,25,217,16,30,Chair,Wood,Black,Rural,Fall,Retail,12950
471,293,26,178,11,34,Chair,Leather,Red,Urban,Fall,Retail,12246
303,143,23,160,13,15,Chair,Fabric,Black,Urban,Spring,Online,6969
404,233,23,171,13,39,Chair,Wood,Blue,Urban,Summer,Online,9292
428,268,18,160,12,26,Chair,Wood,Green,Rural,Spring,Online,7704
432,241,18,191,10,33,Chair,Wood,Brown,Rural,Winter,Online,7776
347,192,20,155,9,19,Chair,Metal,Black,Suburban,Winter,Online,6940
472,272,21,200,13,33,Chair,Wood,Black,Rural,Spring,Online,9912
408,244,14,164,8,36,Chair,Leather,Blue,Rural,Spring,Online,5712
242,126,27,116,14,15,Chair,Plastic,Black,Rural,Summer,Online,6534
476,264,30,212,18,29,Chair,Wood,Brown,Urban,Summer,Retail,14280
419,251,15,168,9,26,Chair,Wood,Blue,Rural,Winter,Retail,6285
381,220,27,161,16,25,Chair,Wood,Brown,Suburban,Summer,Retail,10287
349,196,25,153,16,20,Chair,Metal,White,Rural,Fall,Retail,8725
281,142,30,139,15,22,Chair,Fabric,White,Urban,Fall,Retail,8430
446,250,18,196,11,31,Chair,Wood,Black,Rural,Spring,Retail,8028
467,296,18,171,12,42,Chair,Leather,Green,Suburban,Fall,Retail,8406
411,249,27,162,13,29,Chair,Wood,Black,Urban,Fall,Retail,11097
348,177,24,171,15,14,Chair,Fabric,Black,Urban,Winter,Retail,8352
480,297,24,183,12,36,Chair,Wood,Green,Suburban,Fall,Retail,11520
448,267,22,181,13,25,Chair,Wood,White,Rural,Spring,Online,9856
326,165,18,161,11,20,Chair,Fabric,Blue,Suburban,Winter,Online,5868
454,266,15,188,7,27,Chair,Wood,Green,Suburban,Winter,Online,6810
419,253,18,166,10,29,Chair,Wood,Green,Urban,Spring,Online,7542
313,162,34,151,16,17,Chair,Fabric,Brown,Urban,Summer,Online,10642
467,251,23,216,12,25,Chair,Wood,Black,Suburban,Winter,Online,10741
462,243,20,219,9,30,Chair,Wood,Green,Rural,Fall,Online,9240
477,296,24,181,17,34,Chair,Leather,Blue,Suburban,Summer,Online,11448
286,152,15,134,9,3,Chair,Fabric,Red,Rural,Winter,Online,4290
462,267,20,195,10,35,Chair,Wood,Black,Rural,Spring,Online,9240
273,172,27,101,16,33,Chair,Metal,Green,Urban,Fall,Retail,7371
347,183,29,164,13,26,Chair,Metal,Black,Rural,Summer,Online,10063
470,279,10,191,6,29,Chair,Wood,Green,Rural,Winter,Online,4700
440,239,14,201,7,41,Chair,Leather,Red,Urban,Winter,Online,6160
398,227,17,171,9,28,Chair,Metal,Blue,Suburban,Spring,Online,6766
342,191,17,151,12,35,Chair,Metal,Blue,Urban,Winter,Online,5814
447,261,27,186,14,17,Chair,Wood,Black,Rural,Fall,Retail,12069
538,286,15,252,9,31,Desk,Metal,Red,Urban,Winter,Online,8070
399,243,20,156,13,29,Chair,Wood,Blue,Suburban,Fall,Retail,7980
475,271,26,204,15,32,Chair,Wood,Brown,Rural,Fall,Retail,12350
302,164,15,138,11,16,Chair,Fabric,Blue,Rural,Winter,Retail,4530
320,179,24,141,9,19,Chair,Fabric,Green,Suburban,Summer,Retail,7680
314,169,27,145,14,31,Chair,Metal,White,Suburban,Fall,Retail,8478
253,129,31,124,16,3,Chair,Plastic,Black,Suburban,Spring,Retail,7843
518,304,29,214,12,22,Chair,Wood,Black,Suburban,Summer,Retail,15022
471,271,26,200,12,36,Chair,Wood,Black,Urban,Summer,Retail,12246
526,318,30,208,19,45,Chair,Leather,Brown,Urban,Spring,Retail,15780
533,331,18,202,7,30,Chair,Leather,Black,Suburban,Winter,Retail,9594
438,254,20,184,11,33,Chair,Wood,Green,Suburban,Spring,Retail,8760
463,269,22,194,7,35,Chair,Wood,Green,Suburban,Fall,Retail,10186
332,152,16,180,11,16,Desk,Plastic,Red,Rural,Spring,Retail,5312
509,291,25,218,13,44,Chair,Leather,White,Rural,Summer,Online,12725
505,300,27,205,16,33,Chair,Leather,White,Rural,Fall,Retail,13635
449,270,24,179,11,32,Chair,Wood,Red,Suburban,Summer,Retail,10776
297,140,22,157,12,18,Chair,Fabric,Black,Rural,Spring,Retail,6534
453,260,21,193,11,33,Chair,Wood,Red,Urban,Spring,Retail,9513
456,271,24,185,13,20,Chair,Wood,Brown,Rural,Spring,Retail,10944
474,294,23,180,13,24,Chair,Leather,Brown,Suburban,Spring,Retail,10902
217,107,30,110,15,14,Chair,Plastic,Black,Rural,Fall,Retail,6510
307,160,18,147,10,24,Chair,Metal,Green,Urban,Winter,Retail,5526
472,294,26,178,14,36,Chair,Wood,Black,Urban,Spring,Online,12272
505,284,19,221,12,31,Desk,Glass,Red,Rural,Summer,Online,9595
494,277,22,217,12,37,Chair,Wood,Blue,Rural,Fall,Online,10868
442,265,23,177,14,29,Chair,Wood,White,Rural,Spring,Online,10166
454,265,18,189,13,33,Chair,Leather,Red,Urban,Winter,Online,8172
382,216,28,166,14,18,Chair,Wood,Black,Rural,Summer,Retail,10696
293,132,32,161,17,18,Chair,Fabric,Black,Suburban,Summer,Retail,9376
473,264,21,209,11,33,Chair,Wood,Blue,Urban,Summer,Retail,9933
380,217,13,163,7,26,Chair,Wood,Blue,Rural,Winter,Retail,4940
525,301,25,224,13,14,Chair,Wood,Red,Urban,Summer,Retail,13125
373,176,31,197,14,14,Chair,Metal,Brown,Urban,Fall,Online,11563
434,276,26,158,14,25,Chair,Wood,White,Rural,Summer,Online,11284
237,112,18,125,6,15,Chair,Plastic,Red,Suburban,Winter,Online,4266
348,180,22,168,12,19,Chair,Metal,Black,Suburban,Spring,Online,7656
439,239,22,200,16,25,Chair,Wood,Green,Urban,Summer,Online,9658
431,248,25,183,16,27,Chair,Wood,Black,Rural,Fall,Retail,10775
477,266,26,211,14,29,Chair,Wood,Black,Suburban,Spring,Retail,12402
327,184,16,143,7,34,Chair,Metal,Red,Rural,Spring,Retail,5232
368,173,16,195,9,3,Desk,Plastic,Red,Suburban,Spring,Online,5888
488,291,26,197,13,33,Chair,Leather,Black,Urban,Spring,Retail,12688
477,275,19,202,11,28,Chair,Wood,White,Suburban,Winter,Retail,9063
470,271,17,199,8,23,Chair,Wood,Red,Urban,Winter,Online,7990
374,182,20,192,12,3,Desk,Plastic,Red,Rural,Summer,Retail,7480
482,265,23,217,10,37,Chair,Leather,Brown,Suburban,Spring,Online,11086
315,153,21,162,14,8,Chair,Fabric,White,Suburban,Winter,Online,6615
507,306,23,201,9,34,Chair,Leather,Black,Urban,Winter,Online,11661
385,198,20,187,10,23,Desk,Plastic,Red,Urban,Summer,Retail,7700
392,227,20,165,11,24,Chair,Wood,Brown,Suburban,Winter,Retail,7840
365,209,31,156,15,19,Chair,Metal,Black,Rural,Fall,Retail,11315
365,217,28,148,12,21,Chair,Metal,Brown,Suburban,Fall,Retail,10220
471,281,25,190,18,27,Chair,Wood,White,Suburban,Spring,Retail,11775
398,219,17,179,11,40,Chair,Wood,Blue,Rural,Spring,Retail,6766
309,155,30,154,19,13,Chair,Fabric,Black,Suburban,Fall,Retail,9270
434,251,23,183,16,25,Chair,Wood,White,Suburban,Spring,Retail,9982
529,298,18,231,9,34,Chair,Wood,Brown,Suburban,Winter,Retail,9522
294,155,17,139,6,16,Chair,Fabric,Red,Urban,Winter,Retail,4998
447,243,26,204,15,25,Chair,Wood,White,Suburban,Fall,Online,11622
478,250,19,228,11,38,Desk,Metal,Blue,Suburban,Fall,Retail,9082
625,330,16,295,9,35,Desk,Glass,Red,Urban,Fall,Online,10000
451,256,22,195,15,39,Chair,Wood,Green,Rural,Fall,Online,9922
400,236,23,164,11,22,Chair,Wood,White,Suburban,Fall,Online,9200
437,238,22,199,12,25,Chair,Wood,Black,Suburban,Winter,Online,9614
464,287,24,177,12,28,Chair,Wood,Black,Suburban,Spring,Online,11136
425,239,12,186,6,37,Chair,Wood,Green,Suburban,Winter,Online,5100
400,213,23,187,15,20,Chair,Wood,Blue,Suburban,Summer,Online,9200
296,151,19,145,12,22,Chair,Fabric,Blue,Urban,Winter,Online,5624
494,284,16,210,8,28,Desk,Glass,Blue,Rural,Spring,Retail,7904
430,272,22,158,15,32,Chair,Leather,Red,Urban,Fall,Online,9460
452,256,18,196,6,32,Chair,Wood,Green,Rural,Winter,Retail,8136
386,220,21,166,13,22,Chair,Leather,Green,Rural,Spring,Retail,8106
300,145,31,155,21,22,Chair,Fabric,Brown,Suburban,Summer,Retail,9300
337,190,23,147,14,28,Chair,Metal,Blue,Urban,Summer,Online,7751
216,100,30,116,17,5,Chair,Plastic,White,Rural,Fall,Retail,6480
324,174,29,150,16,21,Chair,Metal,Brown,Urban,Fall,Retail,9396
506,304,24,202,10,31,Chair,Wood,Black,Rural,Spring,Online,12144
474,284,19,190,9,36,Chair,Wood,Red,Rural,Fall,Online,9006
421,251,13,170,7,31,Chair,Wood,Green,Rural,Winter,Online,5473
283,154,32,129,20,15,Chair,Fabric,Black,Urban,Summer,Online,9056
321,174,23,147,14,26,Chair,Metal,Brown,Rural,Fall,Online,7383
214,101,27,113,13,10,Chair,Plastic,Green,Urban,Summer,Online,5778
331,159,25,172,19,5,Chair,Fabric,Red,Urban,Summer,Online,8275
388,242,18,146,11,43,Chair,Wood,Blue,Suburban,Spring,Retail,6984
417,236,30,181,16,27,Chair,Wood,Brown,Urban,Summer,Retail,12510
424,232,22,192,14,29,Chair,Wood,Blue,Rural,Fall,Retail,9328
223,110,27,113,14,12,Chair,Plastic,White,Rural,Summer,Retail,6021
379,208,29,171,16,20,Chair,Metal,Black,Suburban,Fall,Retail,10991
400,223,19,177,9,31,Chair,Wood,Red,Urban,Winter,Retail,7600
464,263,21,201,14,32,Chair,Leather,Black,Urban,Winter,Retail,9744
422,240,22,182,13,28,Chair,Wood,Black,Suburban,Spring,Online,9284
434,246,25,188,14,31,Chair,Wood,White,Rural,Fall,Online,10850
464,268,25,196,15,39,Chair,Wood,Brown,Urban,Spring,Online,11600
330,184,27,146,15,27,Chair,Metal,White,Urban,Fall,Online,8910
416,257,22,159,15,24,Chair,Wood,Green,Suburban,Fall,Online,9152
325,175,30,150,18,22,Chair,Metal,White,Suburban,Summer,Online,9750
317,174,18,143,12,22,Chair,Metal,Red,Rural,Spring,Online,5706
456,275,21,181,12,31,Chair,Leather,White,Urban,Winter,Retail,9576
488,275,22,213,15,36,Chair,Wood,Blue,Suburban,Spring,Retail,10736
554,340,20,214,10,30,Chair,Leather,Black,Suburban,Winter,Retail,11080
348,179,14,169,11,28,Chair,Metal,Blue,Rural,Spring,Online,4872
493,307,27,186,14,25,Chair,Leather,Brown,Rural,Summer,Online,13311
325,166,18,159,10,15,Chair,Fabric,Red,Urban,Spring,Online,5850
223,105,20,118,11,5,Chair,Plastic,Red,Rural,Spring,Retail,4460
452,268,16,184,10,35,Chair,Wood,Blue,Suburban,Spring,Retail,7232
476,288,26,188,11,37,Chair,Leather,Black,Suburban,Fall,Retail,12376
301,154,32,147,17,19,Chair,Fabric,Black,Urban,Summer,Retail,9632
509,291,11,218,3,23,Desk,Metal,Blue,Urban,Winter,Online,5599
317,132,18,185,9,7,Desk,Plastic,Red,Suburban,Fall,Retail,5706
264,131,28,133,17,18,Chair,Fabric,Brown,Urban,Spring,Retail,7392
474,270,21,204,13,23,Chair,Wood,Brown,Urban,Spring,Online,9954
363,174,18,189,9,19,Desk,Plastic,Red,Rural,Summer,Retail,6534
374,219,22,155,11,30,Chair,Wood,Green,Suburban,Summer,Online,8228
453,262,23,191,15,26,Chair,Wood,Brown,Urban,Spring,Online,10419
344,174,29,170,12,26,Chair,Metal,White,Suburban,Summer,Online,9976
412,241,10,171,6,35,Chair,Wood,Blue,Rural,Winter,Online,4120
468,271,23,197,15,34,Chair,Wood,Black,Suburban,Spring,Online,10764
416,235,25,181,14,23,Chair,Wood,White,Suburban,Fall,Online,10400
358,206,24,152,14,37,Chair,Wood,Red,Urban,Fall,Online,8592
301,162,18,139,10,21,Chair,Metal,Brown,Rural,Spring,Online,5418
323,178,24,145,11,31,Chair,Metal,Brown,Rural,Fall,Online,7752
457,263,18,194,9,33,Chair,Wood,Blue,Rural,Fall,Retail,8226
439,266,26,173,14,27,Chair,Wood,Red,Urban,Fall,Retail,11414
289,142,32,147,17,8,Chair,Fabric,Brown,Urban,Fall,Retail,9248
345,189,25,156,10,29,Chair,Metal,White,Rural,Fall,Retail,8625
308,145,18,163,8,10,Chair,Fabric,Green,Suburban,Winter,Retail,5544
