price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue,
947,375,6,572,2,52,Bed,Wood,White,Rural,Winter,Online,3432,
788,176,7,612,2,39,Bed,Wood,Blue,Suburban,Summer,Retail,4284,
513,430,8,83,2,48,Bed,Leather,Red,Rural,Winter,Retail,664,
301,217,8,84,2,57,Bed,Leather,Brown,Suburban,Fall,Retail,672,
702,327,10,375,2,71,Bed,Wood,Blue,Rural,Fall,Online,3750,
489,209,11,280,2,32,Bed,Fabric,Red,Rural,Winter,Online,3080,
844,221,12,623,2,19,Bed,Wood,Green,Rural,Fall,Online,7476,
553,202,15,351,2,39,Bed,Fabric,Brown,Urban,Winter,Online,5265,
947,405,15,542,2,69,Bed,Wood,Red,Suburban,Fall,Online,8130,
541,191,16,350,2,63,Bed,Wood,Green,Suburban,Summer,Online,5600,
613,258,16,355,2,77,Bed,Wood,Green,Suburban,Fall,Online,5680,
763,311,16,452,2,27,Bed,Wood,Black,Rural,Summer,Online,7232,
545,216,17,329,2,43,Bed,Wood,Black,Suburban,Summer,Online,5593,
730,362,18,368,2,48,Bed,Fabric,White,Rural,Fall,Online,6624,
1099,560,18,539,2,41,Bed,Fabric,Green,Rural,Summer,Online,9702,
752,189,18,563,2,24,Bed,Wood,Red,Suburban,Winter,Online,10134,
635,311,18,324,2,70,Bed,Wood,Red,Rural,Winter,Retail,5832,
716,291,19,425,2,17,Bed,Wood,White,Suburban,Spring,Online,8075,
504,217,20,287,2,16,Bed,Wood,Red,Rural,Spring,Online,5740,
529,250,20,279,2,45,Bed,Wood,White,Rural,Spring,Retail,5580,
557,228,21,329,2,15,Bed,Wood,White,Urban,Spring,Online,6909,
467,193,21,274,2,52,Bed,Wood,Green,Suburban,Spring,Retail,5754,
467,165,21,302,2,56,Bed,Wood,Green,Rural,Fall,Retail,6342,
300,182,22,118,2,13,Bed,Leather,Black,Rural,Winter,Online,2596,
2847,1294,22,1553,2,48,Bed,Leather,White,Rural,Winter,Retail,34166,
485,294,23,191,2,47,Bed,Fabric,Green,Urban,Spring,Online,4393,
806,341,23,465,2,7,Bed,Wood,Brown,Urban,Summer,Online,10695,
788,310,23,478,2,28,Bed,Wood,Blue,Suburban,Fall,Online,10994,
602,183,24,419,2,43,Bed,Fabric,White,Urban,Winter,Retail,10056,
437,230,26,207,2,78,Bed,Wood,Black,Suburban,Summer,Online,5382,
606,272,26,334,2,61,Bed,Wood,White,Urban,Summer,Online,8684,
628,245,27,383,2,73,Bed,Wood,Green,Suburban,Summer,Online,10341,
662,266,27,396,2,32,Bed,Wood,White,Urban,Summer,Retail,10692,
660,215,27,445,2,89,Bed,Wood,Black,Rural,Winter,Retail,12015,
1236,419,27,817,2,26,Bed,Wood,Blue,Rural,Summer,Retail,22059,
1109,253,27,856,2,34,Bed,Wood,Blue,Suburban,Fall,Retail,23112,
655,260,28,395,2,72,Bed,Leather,Black,Rural,Winter,Online,11060,
1037,382,28,655,2,84,Bed,Wood,Green,Suburban,Fall,Online,18340,
717,480,30,237,2,25,Bed,Leather,Blue,Suburban,Summer,Online,7110,
440,229,30,211,2,75,Bed,Fabric,Red,Urban,Winter,Retail,6330,
1836,1130,30,706,2,84,Bed,Leather,Black,Suburban,Spring,Retail,21180,
510,190,34,320,2,26,Bed,Wood,Green,Rural,Summer,Online,10880,
1052,410,34,642,2,30,Bed,Wood,Blue,Rural,Spring,Retail,21828,
517,397,51,120,2,48,Bed,Leather,Red,Urban,Spring,Online,6120,
442,223,1,219,1,71,Bed,Wood,Blue,Suburban,Summer,Retail,219,
1048,238,2,810,1,24,Bed,Fabric,Black,Urban,Fall,Retail,1620,
1118,410,3,708,1,60,Bed,Wood,Green,Rural,Fall,Online,2124,
1763,359,3,1404,1,73,Bed,Wood,Blue,Rural,Fall,Online,4212,
794,274,3,520,1,70,Bed,Wood,Blue,Rural,Spring,Retail,1560,
518,188,6,330,1,60,Bed,Wood,Black,Urban,Winter,Retail,1980,
861,994,8,-133,1,24,Bed,Leather,White,Rural,Winter,Online,-1064,
932,394,9,538,1,53,Bed,Wood,Blue,Rural,Summer,Online,4842,
832,446,9,386,1,57,Bed,Fabric,Black,Suburban,Summer,Retail,3474,
1308,164,11,1144,1,48,Bed,Wood,White,Urban,Fall,Online,12584,
397,179,11,218,1,59,Bed,Fabric,Black,Rural,Fall,Retail,2398,
629,231,11,398,1,70,Bed,Wood,Green,Urban,Spring,Retail,4378,
590,469,12,121,1,82,Bed,Leather,Green,Urban,Fall,Retail,1452,
604,391,12,213,1,71,Bed,Leather,Green,Rural,Spring,Retail,2556,
463,187,12,276,1,83,Bed,Wood,Blue,Urban,Summer,Retail,3312,
564,226,13,338,1,74,Bed,Fabric,White,Rural,Winter,Retail,4394,
597,475,14,122,1,66,Bed,Leather,White,Rural,Summer,Online,1708,
439,241,15,198,1,63,Bed,Wood,Green,Suburban,Fall,Online,2970,
631,310,15,321,1,53,Bed,Fabric,Red,Suburban,Fall,Online,4815,
623,293,15,330,1,77,Bed,Wood,White,Rural,Winter,Online,4950,
1218,1129,16,89,1,44,Bed,Leather,White,Rural,Spring,Retail,1424,
570,259,16,311,1,73,Bed,Wood,White,Urban,Fall,Retail,4976,
911,338,17,573,1,46,Bed,Wood,Brown,Rural,Summer,Retail,9741,
325,289,18,36,1,34,Bed,Leather,Brown,Urban,Summer,Retail,648,
1275,1216,21,59,1,39,Bed,Fabric,Blue,Suburban,Summer,Online,1239,
1130,1202,22,-72,1,31,Bed,Leather,Blue,Rural,Fall,Retail,-1584,
571,329,22,242,1,27,Bed,Wood,Red,Suburban,Spring,Retail,5324,
1210,694,23,516,1,78,Bed,Wood,Black,Urban,Spring,Retail,11868,
316,207,25,109,1,32,Bed,Leather,Green,Rural,Summer,Online,2725,
903,369,28,534,1,60,Bed,Wood,Blue,Suburban,Spring,Retail,14952,
1206,478,28,728,1,48,Bed,Wood,Green,Suburban,Fall,Retail,20384,
633,290,29,343,1,41,Bed,Fabric,White,Rural,Spring,Retail,9947,
663,259,29,404,1,53,Bed,Wood,White,Suburban,Summer,Retail,11716,
798,242,31,556,1,33,Bed,Wood,Red,Urban,Winter,Retail,17236,
1806,431,31,1375,1,54,Bed,Fabric,White,Urban,Spring,Retail,42625,
909,343,32,566,1,65,Bed,Wood,White,Rural,Fall,Online,18112,
1126,497,33,629,1,72,Bed,Wood,Black,Rural,Fall,Online,20757,
616,287,34,329,1,44,Bed,Wood,Brown,Rural,Winter,Online,11186,
1179,288,43,891,1,41,Bed,Wood,Green,Urban,Fall,Retail,38313,
437,301,51,136,1,20,Bed,Fabric,Blue,Rural,Fall,Online,6936,
325,222,6,103,0,71,Bed,Wood,White,Suburban,Fall,Online,103,
1112,1044,1,68,0,72,Bed,Fabric,Green,Rural,Spring,Retail,68,
945,940,2,5,0,32,Bed,Fabric,Blue,Urban,Fall,Retail,10,
561,445,2,116,0,35,Bed,Leather,White,Suburban,Fall,Retail,232,
348,210,3,138,0,35,Bed,Leather,Green,Urban,Fall,Online,414,
474,195,4,279,0,34,Bed,Wood,Brown,Urban,Spring,Online,1116,
408,292,5,116,0,41,Bed,Fabric,Blue,Suburban,Winter,Online,580,
1391,345,5,1046,0,33,Bed,Wood,Green,Rural,Winter,Online,5230,
578,343,5,235,0,88,Bed,Wood,Black,Suburban,Summer,Retail,1175,
1074,438,6,636,0,78,Bed,Wood,Blue,Rural,Fall,Retail,3816,
445,238,8,207,0,41,Bed,Fabric,White,Suburban,Fall,Retail,1656,
983,379,11,604,0,41,Bed,Wood,Black,Rural,Winter,Online,6644,
1243,1340,12,-97,0,64,Bed,Leather,White,Suburban,Summer,Retail,-1164,
416,202,13,214,0,82,Bed,Leather,White,Urban,Spring,Online,2782,
927,165,13,762,0,19,Bed,Wood,Green,Urban,Spring,Online,9906,
259,229,14,30,0,74,Bed,Leather,Red,Urban,Fall,Retail,420,
613,285,15,328,0,80,Bed,Wood,Red,Suburban,Spring,Online,4920,
1082,298,15,784,0,61,Bed,Fabric,Green,Suburban,Summer,Online,11760,
502,240,15,262,0,33,Bed,Wood,Brown,Rural,Fall,Retail,3930,
606,263,15,343,0,65,Bed,Wood,Green,Urban,Summer,Retail,5145,
536,438,17,98,0,32,Bed,Leather,Black,Urban,Winter,Online,1666,
763,360,18,403,0,64,Bed,Wood,Brown,Rural,Summer,Online,7254,
201,185,19,16,0,13,Bed,Leather,Green,Suburban,Fall,Online,304,
395,184,20,211,0,1,Bed,Leather,Green,Urban,Fall,Online,4220,
480,243,21,237,0,10,Bed,Leather,White,Urban,Winter,Online,4977,
417,154,21,263,0,31,Bed,Fabric,Brown,Suburban,Summer,Online,5523,
1127,246,22,881,0,18,Bed,Wood,White,Suburban,Fall,Online,19382,
544,469,22,75,0,50,Bed,Wood,Red,Urban,Spring,Retail,1650,
607,202,23,405,0,51,Bed,Wood,Black,Suburban,Summer,Retail,9315,
441,228,24,213,0,22,Bed,Leather,Green,Rural,Fall,Online,5112,
709,497,26,212,0,47,Bed,Fabric,White,Rural,Winter,Online,5512,
522,264,26,258,0,58,Bed,Wood,Blue,Urban,Fall,Online,6708,
537,238,26,299,0,78,Bed,Wood,White,Suburban,Spring,Online,7774,
477,234,26,243,0,55,Bed,Leather,Red,Urban,Fall,Retail,6318,
540,193,26,347,0,39,Bed,Fabric,White,Urban,Winter,Retail,9022,
932,295,26,637,0,82,Bed,Fabric,White,Urban,Summer,Retail,16562,
575,283,27,292,0,26,Bed,Wood,Blue,Rural,Winter,Online,7884,
1096,459,27,637,0,60,Bed,Wood,Blue,Suburban,Winter,Retail,17199,
314,179,30,135,0,59,Bed,Leather,Red,Urban,Fall,Retail,4050,
834,195,32,639,0,60,Bed,Wood,Red,Rural,Spring,Retail,20448,
899,269,35,630,0,65,Bed,Wood,Brown,Urban,Winter,Retail,22050,
1950,1919,36,31,0,29,Bed,Leather,Red,Rural,Spring,Online,1116,
733,361,38,372,0,47,Bed,Wood,Blue,Suburban,Summer,Online,14136,
3508,1463,3,2045,9,46,Chair,Metal,Brown,Rural,Spring,Online,6135,
902,443,2,459,1,36,Chair,Fabric,Black,Urban,Summer,Online,918,
597,87,1,510,2,26,Chair,Wood,Black,Suburban,Winter,Online,510,
341,258,13,83,4,71,Chair,Metal,Blue,Rural,Spring,Retail,8134,
853,634,0,219,8,62,Chair,Leather,Red,Rural,Spring,Retail,0,
748,290,0,458,0,82,Chair,Wood,Red,Suburban,Fall,Retail,0,
925,1023,2,-98,0,67,Chair,Leather,Blue,Rural,Spring,Online,-196,
984,256,14,728,7,48,Chair,Metal,Green,Urban,Summer,Retail,53872,
549,264,15,285,4,40,Chair,Metal,Blue,Urban,Winter,Online,18240,
586,301,2,285,3,38,Chair,Fabric,White,Suburban,Spring,Online,570,
580,435,2,145,7,25,Chair,Wood,Black,Rural,Spring,Online,290,
568,273,2,295,5,57,Chair,Fabric,Brown,Urban,Winter,Online,590,
418,150,2,268,0,36,Chair,Leather,Black,Urban,Fall,Online,536,
356,391,2,-35,8,39,Chair,Metal,Brown,Rural,Winter,Retail,-70,
1014,294,2,720,0,46,Chair,Wood,Blue,Urban,Fall,Retail,1440,
475,198,2,277,10,35,Chair,Metal,Green,Urban,Summer,Retail,17174,
817,529,2,288,7,31,Chair,Fabric,Brown,Urban,Spring,Retail,576,
549,390,2,159,5,42,Chair,Wood,White,Suburban,Fall,Retail,318,
488,248,2,240,5,47,Chair,Wood,Green,Suburban,Fall,Retail,480,
260,197,13,63,3,60,Chair,Metal,Red,Urban,Spring,Online,3654,
347,181,2,166,0,41,Chair,Leather,White,Rural,Spring,Retail,332,
239,187,2,52,3,37,Chair,Wood,Black,Urban,Fall,Retail,104,
359,207,4,152,5,29,Chair,Wood,Black,Urban,Summer,Online,608,
441,377,4,64,5,86,Chair,Fabric,Brown,Urban,Fall,Online,256,
1001,450,4,551,8,79,Chair,Metal,Brown,Suburban,Fall,Online,2204,
946,412,4,534,5,60,Chair,Wood,Red,Rural,Fall,Online,2136,
728,316,4,412,7,56,Chair,Wood,Black,Suburban,Spring,Online,1648,
698,167,4,531,1,45,Chair,Wood,White,Suburban,Fall,Online,2124,
682,409,4,273,6,53,Chair,Wood,Green,Rural,Spring,Online,1092,
655,498,4,157,9,25,Chair,Fabric,Red,Urban,Fall,Online,628,
636,298,4,338,6,30,Chair,Wood,Black,Suburban,Summer,Online,1352,
577,356,4,221,6,75,Chair,Wood,Blue,Suburban,Winter,Online,884,
392,161,4,231,10,30,Chair,Leather,Black,Rural,Winter,Online,924,
1109,289,4,820,0,57,Desk,Metal,Green,Rural,Fall,Online,42640,
606,261,4,345,9,84,Chair,Fabric,Green,Suburban,Summer,Retail,1380,
336,206,4,130,4,35,Chair,Wood,Blue,Urban,Winter,Retail,520,
311,274,4,37,10,76,Chair,Fabric,White,Rural,Spring,Retail,148,
795,372,5,423,6,37,Desk,Plastic,Blue,Rural,Summer,Retail,20727,
652,244,4,408,8,33,Chair,Wood,Blue,Suburban,Summer,Retail,1632,
522,449,4,73,1,66,Chair,Fabric,Green,Suburban,Summer,Retail,292,
958,173,4,785,10,57,Chair,Wood,Blue,Rural,Spring,Retail,3140,
922,309,4,613,9,53,Chair,Fabric,Blue,Suburban,Fall,Retail,2452,
847,233,4,614,1,28,Chair,Wood,White,Suburban,Winter,Retail,2456,
842,447,4,395,4,80,Chair,Wood,Red,Urban,Fall,Retail,1580,
835,353,4,482,0,27,Chair,Fabric,Red,Urban,Summer,Retail,1928,
811,343,4,468,1,64,Chair,Wood,Brown,Urban,Spring,Retail,1872,
696,304,4,392,9,77,Chair,Wood,Black,Rural,Winter,Retail,1568,
680,314,4,366,9,56,Chair,Fabric,Black,Suburban,Spring,Retail,1464,
648,258,4,390,1,86,Chair,Fabric,Blue,Suburban,Spring,Retail,1560,
647,477,4,170,5,29,Chair,Metal,White,Rural,Fall,Retail,680,
566,223,4,343,10,85,Chair,Wood,Red,Rural,Winter,Retail,1372,
316,198,2,118,8,60,Chair,Plastic,Blue,Rural,Summer,Online,5664,
539,262,4,277,9,37,Chair,Fabric,Red,Urban,Spring,Retail,1108,
516,256,4,260,5,30,Chair,Leather,Red,Suburban,Spring,Retail,1040,
514,270,4,244,4,64,Chair,Metal,Blue,Suburban,Winter,Retail,11712,
387,193,4,194,10,65,Chair,Wood,Green,Suburban,Winter,Retail,776,
360,151,4,209,6,75,Chair,Fabric,Brown,Urban,Fall,Retail,836,
269,184,6,85,4,26,Chair,Plastic,Red,Rural,Spring,Online,3740,
146,120,5,26,7,46,Chair,Wood,White,Suburban,Winter,Online,130,
876,572,5,304,5,36,Chair,Metal,Brown,Urban,Fall,Online,1520,
832,258,5,574,5,21,Chair,Wood,Red,Urban,Summer,Online,2870,
576,251,5,325,7,37,Chair,Wood,Green,Urban,Fall,Online,1625,
518,252,5,266,8,38,Chair,Leather,Blue,Rural,Fall,Online,1330,
368,186,5,182,2,83,Chair,Metal,White,Rural,Winter,Online,910,
366,247,5,119,2,46,Chair,Metal,White,Urban,Fall,Online,595,
736,310,5,426,9,77,Chair,Wood,Brown,Suburban,Fall,Retail,2130,
638,289,5,349,7,70,Chair,Wood,Blue,Rural,Fall,Retail,1745,
582,235,5,347,6,34,Chair,Wood,Red,Urban,Summer,Retail,1735,
530,366,5,164,1,65,Chair,Wood,Black,Rural,Fall,Retail,820,
163,152,5,11,4,63,Chair,Leather,Red,Urban,Fall,Retail,55,
311,294,6,17,4,73,Chair,Fabric,Black,Urban,Spring,Online,102,
804,264,6,540,7,75,Chair,Wood,Blue,Urban,Summer,Online,3240,
777,284,6,493,6,31,Chair,Wood,Green,Rural,Spring,Online,2958,
623,401,6,222,5,14,Chair,Wood,Brown,Rural,Winter,Online,1332,
578,283,6,295,1,35,Chair,Metal,Black,Suburban,Winter,Online,1770,
520,494,6,26,9,75,Chair,Wood,Black,Rural,Spring,Online,156,
454,415,6,39,4,28,Chair,Leather,Blue,Rural,Spring,Online,234,
341,188,6,153,5,87,Chair,Plastic,Black,Rural,Summer,Online,918,
541,321,6,220,10,89,Chair,Wood,Brown,Urban,Summer,Retail,1320,
325,280,6,45,0,68,Chair,Wood,Blue,Rural,Winter,Retail,270,
1008,547,6,461,3,49,Chair,Wood,Brown,Suburban,Summer,Retail,2766,
750,315,6,435,8,79,Chair,Metal,White,Rural,Fall,Retail,2610,
740,320,6,420,8,82,Chair,Fabric,White,Urban,Fall,Retail,2520,
678,228,6,450,7,74,Chair,Wood,Black,Rural,Spring,Retail,2700,
677,422,6,255,2,44,Chair,Leather,Green,Suburban,Fall,Retail,1530,
660,291,6,369,3,85,Chair,Wood,Black,Urban,Fall,Retail,2214,
573,357,6,216,1,63,Chair,Fabric,Black,Urban,Winter,Retail,1296,
303,287,6,16,9,28,Chair,Wood,Green,Suburban,Fall,Retail,96,
1215,925,8,290,2,70,Chair,Wood,White,Rural,Spring,Online,2320,
887,862,8,25,1,83,Chair,Fabric,Blue,Suburban,Winter,Online,200,
798,306,8,492,8,47,Chair,Wood,Green,Suburban,Winter,Online,3936,
778,266,8,512,3,43,Chair,Wood,Green,Urban,Spring,Online,4096,
766,343,8,423,0,62,Chair,Fabric,Brown,Urban,Summer,Online,3384,
626,296,8,330,3,17,Chair,Wood,Black,Suburban,Winter,Online,2640,
572,259,8,313,0,74,Chair,Wood,Green,Rural,Fall,Online,2504,
548,286,8,262,2,35,Chair,Leather,Blue,Suburban,Summer,Online,2096,
509,184,8,325,0,53,Chair,Fabric,Red,Rural,Winter,Online,2600,
484,208,8,276,6,67,Chair,Wood,Black,Rural,Spring,Online,2208,
380,243,18,137,6,60,Chair,Metal,Green,Urban,Fall,Retail,5754,
473,229,8,244,6,30,Chair,Metal,Black,Rural,Summer,Online,1952,
472,176,8,296,3,37,Chair,Wood,Green,Rural,Winter,Online,2368,
465,166,8,299,4,85,Chair,Leather,Red,Urban,Winter,Online,2392,
321,253,6,68,1,73,Chair,Metal,Blue,Suburban,Spring,Online,2788,
608,235,8,373,4,51,Chair,Metal,Blue,Urban,Winter,Online,14920,
537,385,8,152,4,57,Chair,Wood,Black,Rural,Fall,Retail,1216,
598,190,6,408,0,27,Desk,Metal,Red,Urban,Winter,Online,16320,
967,669,8,298,2,60,Chair,Wood,Blue,Suburban,Fall,Retail,2384,
680,445,8,235,6,46,Chair,Wood,Brown,Rural,Fall,Retail,1880,
813,259,8,554,8,57,Chair,Fabric,Blue,Rural,Winter,Retail,4432,
782,453,8,329,9,25,Chair,Fabric,Green,Suburban,Summer,Retail,2632,
641,272,8,369,1,75,Chair,Metal,White,Suburban,Fall,Retail,2952,
585,472,8,113,10,36,Chair,Plastic,Black,Suburban,Spring,Retail,904,
555,278,8,277,0,47,Chair,Wood,Black,Suburban,Summer,Retail,2216,
500,174,8,326,1,32,Chair,Wood,Black,Urban,Summer,Retail,2608,
451,237,8,214,9,61,Chair,Leather,Brown,Urban,Spring,Retail,1712,
417,153,8,264,4,42,Chair,Leather,Black,Suburban,Winter,Retail,2112,
387,245,8,142,8,43,Chair,Wood,Green,Suburban,Spring,Retail,1136,
294,213,8,81,9,35,Chair,Wood,Green,Suburban,Fall,Retail,648,
766,193,8,573,0,64,Desk,Plastic,Red,Rural,Spring,Retail,22347,
191,120,9,71,6,62,Chair,Leather,White,Rural,Summer,Online,639,
294,1431,9,-1137,9,42,Chair,Leather,White,Rural,Fall,Retail,-10233,
240,183,9,57,10,33,Chair,Wood,Red,Suburban,Summer,Retail,513,
823,314,9,509,3,24,Chair,Fabric,Black,Rural,Spring,Retail,4581,
800,335,9,465,6,38,Chair,Wood,Red,Urban,Spring,Retail,4185,
638,217,9,421,0,85,Chair,Wood,Brown,Rural,Spring,Retail,3789,
550,270,9,280,2,58,Chair,Leather,Brown,Suburban,Spring,Retail,2520,
537,421,9,116,0,66,Chair,Plastic,Black,Rural,Fall,Retail,1044,
494,394,9,100,0,77,Chair,Metal,Green,Urban,Winter,Retail,3800,
477,357,10,120,10,45,Chair,Wood,Black,Urban,Spring,Online,1200,
1171,394,9,777,3,35,Desk,Glass,Red,Rural,Summer,Online,29526,
542,283,10,259,5,32,Chair,Wood,Blue,Rural,Fall,Online,2590,
321,220,10,101,9,66,Chair,Wood,White,Rural,Spring,Online,1010,
306,261,10,45,0,44,Chair,Leather,Red,Urban,Winter,Online,450,
705,281,10,424,0,48,Chair,Wood,Black,Rural,Summer,Retail,4240,
623,262,10,361,8,37,Chair,Fabric,Black,Suburban,Summer,Retail,3610,
518,203,10,315,1,78,Chair,Wood,Blue,Urban,Summer,Retail,3150,
462,156,10,306,3,77,Chair,Wood,Blue,Rural,Winter,Retail,3060,
203,197,10,6,8,75,Chair,Wood,Red,Urban,Summer,Retail,60,
430,255,11,175,3,35,Chair,Metal,Brown,Urban,Fall,Online,1925,
583,361,11,222,3,26,Chair,Wood,White,Rural,Summer,Online,2442,
350,173,37,177,2,58,Chair,Plastic,Red,Suburban,Winter,Online,6549,
520,208,11,312,4,22,Chair,Metal,Black,Suburban,Spring,Online,3432,
452,193,11,259,7,43,Chair,Wood,Green,Urban,Summer,Online,2849,
531,318,11,213,3,87,Chair,Wood,Black,Rural,Fall,Retail,2343,
941,245,11,696,8,32,Chair,Wood,Black,Suburban,Spring,Retail,7656,
423,228,35,195,7,37,Chair,Metal,Red,Rural,Spring,Retail,6825,
605,372,6,233,3,25,Desk,Plastic,Red,Suburban,Spring,Online,7922,
530,253,11,277,7,34,Chair,Leather,Black,Urban,Spring,Retail,3047,
191,171,11,20,8,72,Chair,Wood,White,Suburban,Winter,Retail,220,
571,366,12,205,6,29,Chair,Wood,Red,Urban,Winter,Online,2460,
654,351,8,303,1,75,Desk,Plastic,Red,Rural,Summer,Retail,10302,
583,272,12,311,10,62,Chair,Leather,Brown,Suburban,Spring,Online,3732,
572,166,12,406,5,68,Chair,Fabric,White,Suburban,Winter,Online,4872,
436,243,12,193,0,64,Chair,Leather,Black,Urban,Winter,Online,2316,
657,167,8,490,1,68,Desk,Plastic,Red,Urban,Summer,Retail,16660,
249,118,12,131,3,51,Chair,Wood,Brown,Suburban,Winter,Retail,1572,
945,467,12,478,1,63,Chair,Metal,Black,Rural,Fall,Retail,5736,
861,258,12,603,8,40,Chair,Metal,Brown,Suburban,Fall,Retail,7236,
809,274,12,535,10,45,Chair,Wood,White,Suburban,Spring,Retail,6420,
648,190,12,458,10,47,Chair,Wood,Blue,Rural,Spring,Retail,5496,
635,244,12,391,3,42,Chair,Fabric,Black,Suburban,Fall,Retail,4692,
586,229,12,357,9,74,Chair,Wood,White,Suburban,Spring,Retail,4284,
364,264,12,100,3,78,Chair,Wood,Brown,Suburban,Winter,Retail,1200,
234,160,12,74,7,89,Chair,Fabric,Red,Urban,Winter,Retail,888,
885,187,13,698,8,85,Chair,Wood,White,Suburban,Fall,Online,9074,
1686,366,6,1320,1,78,Desk,Metal,Blue,Suburban,Fall,Retail,44880,
591,472,9,119,6,90,Desk,Glass,Red,Urban,Fall,Online,3927,
663,228,13,435,0,72,Chair,Wood,Green,Rural,Fall,Online,5655,
651,92,13,559,0,49,Chair,Wood,White,Suburban,Fall,Online,7267,
615,453,13,162,2,33,Chair,Wood,Black,Suburban,Winter,Online,2106,
595,284,13,311,9,41,Chair,Wood,Black,Suburban,Spring,Online,4043,
543,278,13,265,2,87,Chair,Wood,Green,Suburban,Winter,Online,3445,
441,232,13,209,6,49,Chair,Wood,Blue,Suburban,Summer,Online,2717,
364,196,13,168,0,64,Chair,Fabric,Blue,Urban,Winter,Online,2184,
620,387,0,233,6,41,Desk,Glass,Blue,Rural,Spring,Retail,7223,
237,185,13,52,2,53,Chair,Leather,Red,Urban,Fall,Online,676,
868,268,13,600,9,56,Chair,Wood,Green,Rural,Winter,Retail,7800,
444,173,13,271,5,53,Chair,Leather,Green,Rural,Spring,Retail,3523,
443,167,13,276,2,57,Chair,Fabric,Brown,Suburban,Summer,Retail,3588,
634,414,30,220,2,47,Chair,Metal,Blue,Urban,Summer,Online,6600,
312,175,13,137,3,67,Chair,Plastic,White,Rural,Fall,Retail,1781,
216,183,13,33,1,32,Chair,Metal,Brown,Urban,Fall,Retail,429,
960,388,14,572,1,74,Chair,Wood,Black,Rural,Spring,Online,8008,
945,469,14,476,0,60,Chair,Wood,Red,Rural,Fall,Online,6664,
833,355,14,478,9,46,Chair,Wood,Green,Rural,Winter,Online,6692,
821,267,14,554,6,62,Chair,Fabric,Black,Urban,Summer,Online,7756,
681,257,14,424,8,65,Chair,Metal,Brown,Rural,Fall,Online,5936,
366,173,30,193,5,41,Chair,Plastic,Green,Urban,Summer,Online,5790,
563,185,14,378,2,54,Chair,Fabric,Red,Urban,Summer,Online,5292,
765,386,14,379,2,66,Chair,Wood,Blue,Suburban,Spring,Retail,5306,
747,295,14,452,9,66,Chair,Wood,Brown,Urban,Summer,Retail,6328,
645,317,14,328,6,26,Chair,Wood,Blue,Rural,Fall,Retail,4592,
505,352,14,153,10,38,Chair,Plastic,White,Rural,Summer,Retail,2142,
337,183,14,154,8,80,Chair,Metal,Black,Suburban,Fall,Retail,2156,
291,183,14,108,3,87,Chair,Wood,Red,Urban,Winter,Retail,1512,
280,265,14,15,6,44,Chair,Leather,Black,Urban,Winter,Retail,210,
962,271,15,691,0,41,Chair,Wood,Black,Suburban,Spring,Online,10365,
682,326,15,356,1,67,Chair,Wood,White,Rural,Fall,Online,5340,
857,326,15,531,10,42,Chair,Wood,Brown,Urban,Spring,Online,7965,
790,273,15,517,6,46,Chair,Metal,White,Urban,Fall,Online,7755,
734,484,15,250,5,65,Chair,Wood,Green,Suburban,Fall,Online,3750,
567,241,15,326,10,18,Chair,Metal,White,Suburban,Summer,Online,4890,
656,285,29,371,2,50,Chair,Metal,Red,Rural,Spring,Online,10759,
654,771,15,-117,3,39,Chair,Leather,White,Urban,Winter,Retail,-1755,
664,354,15,310,10,58,Chair,Wood,Blue,Suburban,Spring,Retail,4650,
535,284,15,251,2,39,Chair,Leather,Black,Suburban,Winter,Retail,3765,
646,424,29,222,3,55,Chair,Metal,Blue,Rural,Spring,Online,6438,
1001,795,16,206,6,56,Chair,Leather,Brown,Rural,Summer,Online,3296,
954,191,16,763,9,30,Chair,Fabric,Red,Urban,Spring,Online,12208,
333,218,29,115,4,66,Chair,Plastic,Red,Rural,Spring,Retail,3335,
1004,161,16,843,10,84,Chair,Wood,Blue,Suburban,Spring,Retail,13488,
900,583,16,317,1,54,Chair,Leather,Black,Suburban,Fall,Retail,5072,
650,456,16,194,10,40,Chair,Fabric,Black,Urban,Summer,Retail,3104,
436,164,8,272,1,25,Desk,Metal,Blue,Urban,Winter,Online,7888,
1051,953,7,98,2,33,Desk,Plastic,Red,Suburban,Fall,Retail,2842,
124,96,16,28,3,25,Chair,Fabric,Brown,Urban,Spring,Retail,448,
508,373,17,135,7,11,Chair,Wood,Brown,Urban,Spring,Online,2295,
699,287,8,412,2,46,Desk,Plastic,Red,Rural,Summer,Retail,11948,
870,260,17,610,4,22,Chair,Wood,Green,Suburban,Summer,Online,10370,
847,240,17,607,7,38,Chair,Wood,Brown,Urban,Spring,Online,10319,
845,167,17,678,8,24,Chair,Metal,White,Suburban,Summer,Online,11526,
700,176,17,524,1,35,Chair,Wood,Blue,Rural,Winter,Online,8908,
634,276,17,358,2,67,Chair,Wood,Black,Suburban,Spring,Online,6086,
547,168,17,379,1,56,Chair,Wood,White,Suburban,Fall,Online,6443,
457,329,17,128,3,54,Chair,Wood,Red,Urban,Fall,Online,2176,
421,206,17,215,5,76,Chair,Metal,Brown,Rural,Spring,Online,3655,
227,217,17,10,0,73,Chair,Metal,Brown,Rural,Fall,Online,170,
775,452,17,323,2,40,Chair,Wood,Blue,Rural,Fall,Retail,5491,
1000,497,17,503,0,38,Chair,Wood,Red,Urban,Fall,Retail,8551,
